timestamp,error_type,message,traceback
2026-03-24T18:36:55.336216,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T18:37:40.101297,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T18:37:44.817057,ZeroDivisionError,division by zero,
2026-03-24T18:38:01.560203,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T18:38:45.918812,ZeroDivisionError,division by zero,
2026-03-24T18:38:47.053383,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T18:39:07.784053,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T18:39:47.038035,ZeroDivisionError,division by zero,
2026-03-24T18:39:53.376849,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T18:40:14.029727,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T18:40:48.053732,ZeroDivisionError,division by zero,
2026-03-24T18:40:59.650632,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T18:41:20.235710,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T18:41:49.427173,ZeroDivisionError,division by zero,
2026-03-24T18:42:05.904602,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T18:42:26.689613,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T18:42:50.664240,ZeroDivisionError,division by zero,
2026-03-24T18:43:12.115332,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T18:43:32.901391,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T18:43:51.733023,ZeroDivisionError,division by zero,
2026-03-24T18:44:18.569904,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T18:44:39.549571,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T18:44:52.779698,ZeroDivisionError,division by zero,
2026-03-24T18:45:24.789257,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T18:45:45.854081,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T18:45:53.756350,ZeroDivisionError,division by zero,
2026-03-24T18:46:31.020070,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T18:46:52.072839,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T18:46:54.751608,ZeroDivisionError,division by zero,
2026-03-24T18:47:37.276451,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T18:47:55.748183,ZeroDivisionError,division by zero,
2026-03-24T18:47:58.308748,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T18:48:43.605604,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T18:48:56.900065,ZeroDivisionError,division by zero,
2026-03-24T18:49:04.591183,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T18:49:49.833078,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T18:49:58.007667,ZeroDivisionError,division by zero,
2026-03-24T18:50:10.825008,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T18:50:56.059491,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T18:50:59.358581,ZeroDivisionError,division by zero,
2026-03-24T18:51:17.054170,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T18:52:00.343625,ZeroDivisionError,division by zero,
2026-03-24T18:52:02.300671,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T18:52:23.267362,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T18:53:01.594527,ZeroDivisionError,division by zero,
2026-03-24T18:53:08.469344,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T18:53:29.567297,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T18:54:02.670243,ZeroDivisionError,division by zero,
2026-03-24T18:54:14.670966,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T18:54:36.009050,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T18:55:03.605372,ZeroDivisionError,division by zero,
2026-03-24T18:55:20.940740,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T18:55:42.259719,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T18:56:04.877237,ZeroDivisionError,division by zero,
2026-03-24T18:56:27.226497,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T18:56:48.508936,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T18:57:05.876397,ZeroDivisionError,division by zero,
2026-03-24T18:57:33.464841,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T18:57:54.770723,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T18:58:07.216935,ZeroDivisionError,division by zero,
2026-03-24T18:58:39.746604,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T18:59:00.987682,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T18:59:08.122330,ZeroDivisionError,division by zero,
2026-03-24T18:59:46.093866,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:00:07.546810,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:00:09.954782,ZeroDivisionError,division by zero,
2026-03-24T19:00:52.902841,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:01:10.857471,ZeroDivisionError,division by zero,
2026-03-24T19:01:13.836265,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:01:59.109744,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:02:12.421228,ZeroDivisionError,division by zero,
2026-03-24T19:02:19.994002,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:03:05.592692,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:03:13.452439,ZeroDivisionError,division by zero,
2026-03-24T19:03:26.210441,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:04:11.811370,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:04:16.346738,ZeroDivisionError,division by zero,
2026-03-24T19:04:32.435920,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:05:17.936428,ZeroDivisionError,division by zero,
2026-03-24T19:05:18.046066,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:05:38.705991,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:06:18.907754,ZeroDivisionError,division by zero,
2026-03-24T19:06:25.971429,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:06:44.963519,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:07:19.895096,ZeroDivisionError,division by zero,
2026-03-24T19:07:34.846183,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:07:51.687064,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:08:20.913733,ZeroDivisionError,division by zero,
2026-03-24T19:08:41.060654,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:08:57.913450,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:09:22.026415,ZeroDivisionError,division by zero,
2026-03-24T19:09:48.908065,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:10:04.164721,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:10:23.047630,ZeroDivisionError,division by zero,
2026-03-24T19:10:55.170161,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:11:11.691655,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:11:24.853206,ZeroDivisionError,division by zero,
2026-03-24T19:12:01.398114,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:12:17.929865,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:12:25.951056,ZeroDivisionError,division by zero,
2026-03-24T19:13:07.645657,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:13:24.263724,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:13:27.107916,ZeroDivisionError,division by zero,
2026-03-24T19:14:13.875658,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:14:28.170798,ZeroDivisionError,division by zero,
2026-03-24T19:14:30.510305,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:15:20.100480,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:15:29.199716,ZeroDivisionError,division by zero,
2026-03-24T19:15:37.211027,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:16:26.426276,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:16:30.458360,ZeroDivisionError,division by zero,
2026-03-24T19:16:44.229569,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:17:31.833916,ZeroDivisionError,division by zero,
2026-03-24T19:17:32.686973,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:17:50.439574,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:18:38.880004,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:18:39.748500,ZeroDivisionError,division by zero,
2026-03-24T19:18:56.811405,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:19:40.673228,ZeroDivisionError,division by zero,
2026-03-24T19:19:45.090218,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:20:03.080842,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:20:41.479540,ZeroDivisionError,division by zero,
2026-03-24T19:20:51.294860,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:21:09.302197,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:21:42.494333,ZeroDivisionError,division by zero,
2026-03-24T19:21:57.504432,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:22:18.103725,ClientError,Server error: 503,
2026-03-24T19:22:43.512959,ZeroDivisionError,division by zero,
2026-03-24T19:23:03.743326,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:23:24.347095,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:23:44.825554,ZeroDivisionError,division by zero,
2026-03-24T19:24:09.961577,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:24:30.580434,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:24:45.912655,ZeroDivisionError,division by zero,
2026-03-24T19:25:16.251868,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:25:36.797824,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:25:46.987252,ZeroDivisionError,division by zero,
2026-03-24T19:26:23.036258,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:26:46.477527,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:26:47.910548,ZeroDivisionError,division by zero,
2026-03-24T19:27:29.297226,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:27:49.233186,ZeroDivisionError,division by zero,
2026-03-24T19:27:52.754395,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:28:35.518015,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:28:50.381778,ZeroDivisionError,division by zero,
2026-03-24T19:28:59.196449,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:29:41.781727,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:29:51.292580,ZeroDivisionError,division by zero,
2026-03-24T19:30:05.390454,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:30:50.816569,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:30:52.609847,ZeroDivisionError,division by zero,
2026-03-24T19:31:11.641852,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:31:53.592937,ZeroDivisionError,division by zero,
2026-03-24T19:31:57.267973,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:32:17.899861,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:32:54.879072,ZeroDivisionError,division by zero,
2026-03-24T19:33:03.453865,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:33:24.182065,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:33:55.904120,ZeroDivisionError,division by zero,
2026-03-24T19:34:09.685114,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:34:30.486613,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:34:56.823649,ZeroDivisionError,division by zero,
2026-03-24T19:35:15.891435,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:35:39.080696,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:35:57.770956,ZeroDivisionError,division by zero,
2026-03-24T19:36:22.958958,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:36:45.352363,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:36:58.775588,ZeroDivisionError,division by zero,
2026-03-24T19:37:29.299156,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:37:51.583467,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:38:00.107294,ZeroDivisionError,division by zero,
2026-03-24T19:38:38.808425,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:38:57.789992,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:39:00.855167,ZeroDivisionError,division by zero,
2026-03-24T19:39:45.085607,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:40:01.989106,ZeroDivisionError,division by zero,
2026-03-24T19:40:04.007725,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
2026-03-24T19:40:51.320282,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=created-time'",
2026-03-24T19:41:02.831414,ZeroDivisionError,division by zero,
2026-03-24T19:41:11.137949,ClientResponseError,"400, message='Bad Request', url='https://api.manifold.markets/v0/markets?limit=1000&offset=0&sort=newest'",
